prophage	host	active	MW_pvalue	CohenD	prophage-host_ratio	mean_difference	prophage_len	prophage_mean_cov	prophage_median_cov	prophage_sd_cov	host_len	host_mean_cov	host_median_cov	host_sd_cov
IndF_bin_135_k141_9417_fragment_1	IndF_bin_135_k141_9417	no	7.494589440013427e-69	0	0.34401025719484724	-4.803418165335071	10511	2.5189801160688803	0	4.974568659294649	61911	7.3223982814039505	7	3.7206633785480645
IndF_bin_117_k141_243800_fragment_1	IndF_bin_117_k141_243800	no	0.8802369636659648	0	0.9698385805227553	-0.149399341554747	7793	4.803926600795585	4	3.002787886810271	9020	4.953325942350332	4.0	2.9155111296484253
IndF_bin_137_k141_271065_fragment_1	IndF_bin_137_k141_271065	no	0.01677199625648862	0	0.6315204164094329	-0.12629078651895287	23133	0.21644404098041758	0	0.49741092972614287	51623	0.34273482749937045	0	0.7050764950260098
IndF_bin_081_k141_351076_fragment_2	IndF_bin_081_k141_351076	no	nan	0	0	0	36635	0	0	0.0	43416	0	0.0	0.0
IndF_bin_023_k141_447497_fragment_1	IndF_bin_023_k141_447497	no	nan	0	0.0	-0.069406609025228	15902	0	0.0	0.0	33772	0.069406609025228	0.0	1.7423318626079394
IndF_bin_143_k141_235677_fragment_1	IndF_bin_143_k141_235677	no	0.42416682092327995	0.04047835390160516	1.0850321707005437	0.0349450048702718	39728	0.4459071687474829	0.0	0.8361010591652304	12607	0.4109621638772111	0	0.8896698136703263
IndF_bin_144_k141_2765_fragment_1	IndF_bin_144_k141_2765	no	6.160153631213997e-11	0.21322426559458268	1.3160976481652096	0.5305508119927118	66582	2.2089904178306448	2.0	2.2684302495199984	29531	1.678439605837933	1	2.690128588334714
IndF_bin_092_k141_401699_fragment_3	IndF_bin_092_k141_401699	no	nan	0	0	0	70319	0	0	0.0	56250	0	0.0	0.0
IndF_bin_143_k141_400371_fragment_1	IndF_bin_143_k141_400371	no	0.0009917938781258376	0.24468880252041178	1.687353858160013	0.19999067252515929	37340	0.4909480449919657	0.0	0.9372208575267393	35775	0.2909573724668064	0	0.6765077086619535
IndF_bin_033_k141_360099_fragment_2	IndF_bin_033_k141_360099	no	nan	0	0	0	32969	0	0	0.0	45411	0	0	0.0
IndF_bin_122_k141_127537_fragment_1	IndF_bin_122_k141_127537	no	nan	0	0	0	14288	0	0.0	0.0	22204	0	0.0	0.0
IndF_bin_125_k141_45892_fragment_1	IndF_bin_125_k141_45892	no	6.690213730449933e-11	0.31357478571132336	1.0666582105734315	8.089844988487243	40001	129.45291367715808	130	26.666824690479615	22420	121.36306868867084	121.0	24.90048046747749
IndF_bin_071_k141_151810_fragment_1	IndF_bin_071_k141_151810	no	nan	0	0	0	11344	0	0.0	0.0	44990	0	0.0	0.0
IndF_bin_030_k141_113638_fragment_1	IndF_bin_030_k141_113638	no	4.1685902094129115e-11	0	0.5573015776730839	-0.2546328018903694	7119	0.32055063913470994	0	1.1116704117915248	18262	0.5751834410250793	0.0	1.167582150032848
IndF_bin_029_k141_141763_fragment_1	IndF_bin_029_k141_141763	no	nan	0	0	0	27679	0	0	0.0	51027	0	0	0.0
IndF_bin_029_k141_141763_fragment_3	IndF_bin_029_k141_141763	no	nan	0	0	0	12004	0	0.0	0.0	51027	0	0	0.0
IndF_bin_047_k141_13577_fragment_1	IndF_bin_047_k141_13577	no	7.840677322039685e-21	0.6308904458835523	1.2889712206440553	4.474739869991719	9729	19.95981087470449	19	8.060085356314165	63869	15.485071004712772	15	5.97066613739019
IndF_bin_114_k141_485300_fragment_1	IndF_bin_114_k141_485300	no	0.13279146324517369	0.143563141588716	2.075830414613231	0.028134068748403702	23045	0.05428509438055978	0	0.22658431265945367	28909	0.026151025632156075	0	0.15958706232937542
IndF_bin_125_k141_25669_fragment_1	IndF_bin_125_k141_25669	no	1.130556910483625e-34	0.7584397375860451	1.164903354392173	22.222947673504223	9716	156.98641416220667	155.0	22.705658051058364	20978	134.76346648870245	129.0	34.66317356913274
IndF_bin_106_k141_105858_fragment_1	IndF_bin_106_k141_105858	no	0.00037367668392169557	0	0.646022645753802	-0.11337915865669834	26324	0.20692144051056072	0.0	0.5867996346711529	59082	0.32030059916725906	0.0	0.7096411199619285
IndF_bin_122_k141_57878_fragment_1	IndF_bin_122_k141_57878	no	0.0018878320429396931	0	0.1950253861751755	-2.0967159479410187	14219	0.507982277234686	0	8.628016418848702	36567	2.6046982251757047	0	28.213131199965428
IndF_bin_030_k141_397121_fragment_1	IndF_bin_030_k141_397121	no	0.8949898683354995	0.09995921239804792	1.1802348768273483	0.0945268898151066	28212	0.6189919183326245	0.0	1.0123400140621572	23319	0.5244650285175179	0	0.8738952861459275
IndF_bin_049_k141_133603_fragment_1	IndF_bin_049_k141_133603	no	nan	0	0	0	7152	0	0.0	0.0	24131	0	0	0.0
IndF_bin_099_k141_367504_fragment_1	IndF_bin_099_k141_367504	no	1.8898291107775944e-05	0	0.5935877862912625	-0.5722724603193975	64399	0.8358359601857172	0	1.1404005153317203	34606	1.4081084205051146	1.0	1.7218290894565689
IndF_bin_135_k141_313822_fragment_1	IndF_bin_135_k141_313822	no	0.0003128168826780568	0.2620743409717452	1.1313339356410452	1.007858934703786	10125	8.681876543209876	8	3.931384076025627	35551	7.67401760850609	7	3.7580600303482625
IndF_bin_144_k141_10841_fragment_1	IndF_bin_144_k141_10841	no	2.358170091383484e-43	0	0.0051895147288424474	-1.0611528648054225	37575	0.005535595475715236	0	0.07419635549048018	12236	1.0666884602811377	1.0	1.202149764083031
IndF_bin_135_k141_431283_fragment_2	IndF_bin_135_k141_431283	no	6.2566563091256155e-21	0.6716320747100085	1.3881553599692087	2.65332613574091	32765	9.489058446513047	9	4.380235683115379	70933	6.835732310772137	7	3.4680631854118977
IndF_bin_137_k141_157846_fragment_1	IndF_bin_137_k141_157846	no	0.8987331517672812	0.06328590334312995	1.1160930388318664	0.0647799978046395	12335	0.6227807053100932	0	1.1323120523507666	67844	0.5580007075054537	0.0	0.901897297183168
IndF_bin_137_k141_157846_fragment_2	IndF_bin_137_k141_157846	no	0.3710752570320739	0.05178538315287042	1.08925099144821	0.049802116373664385	40370	0.6078028238791181	0.0	1.0179997390778726	67844	0.5580007075054537	0.0	0.901897297183168
IndF_bin_034_k141_29957_fragment_1	IndF_bin_034_k141_29957	no	nan	0	0.0	-0.017409477337418554	6811	0	0	0.0	105747	0.017409477337418554	0	0.21850859483441262
IndF_bin_140_k141_115423_fragment_1	IndF_bin_140_k141_115423	no	8.222921130182644e-94	1.635048564508081	1.3551105102171133	77.18105621399872	18591	294.5248238394922	295	50.25168301373244	24822	217.3437676254935	212.0	43.945755516751596
IndF_bin_044_k141_287373_fragment_1	IndF_bin_044_k141_287373	no	nan	0	0.0	-0.49028501576272276	48669	0	0	0.0	31086	0.49028501576272276	0.0	3.085050193691447
IndF_bin_143_k141_506170_fragment_2	IndF_bin_143_k141_506170	no	0.30709092950176353	0	0.8934037627920439	-0.03384864196716131	48461	0.28369204102267803	0	0.671662762930408	86707	0.31754068298983934	0	0.667428742128141
IndF_bin_040_k141_272122_fragment_1	IndF_bin_040_k141_272122	no	nan	0	0	0	13126	0	0.0	0.0	63905	0	0	0.0
IndF_bin_040_k141_272122_fragment_2	IndF_bin_040_k141_272122	no	nan	0	0	0	11032	0	0.0	0.0	63905	0	0	0.0
IndF_bin_144_k141_515011_fragment_1	IndF_bin_144_k141_515011	no	nan	0	0.0	-0.04713290716534682	40619	0	0	0.0	10481	0.04713290716534682	0	0.21193320095270807
IndF_bin_111_k141_413513_fragment_1	IndF_bin_111_k141_413513	no	nan	0	0	0	9150	0	0.0	0.0	12348	0	0.0	0.0
IndF_bin_064_k141_407748_fragment_2	IndF_bin_064_k141_407748	no	nan	0	0.0	-0.04688221709006928	8112	0	0.0	0.0	77940	0.04688221709006928	0.0	0.32055561717676145
IndF_bin_143_k141_497184_fragment_1	IndF_bin_143_k141_497184	no	0.65347449820398	0	0.8655485726594155	-0.04882907085037619	11866	0.31434350244395753	0.0	0.6869746384607266	14701	0.3631725732943337	0	0.7504203643356364
IndF_bin_140_k141_401088_fragment_1	IndF_bin_140_k141_401088	no	0.8669759371587777	0.038285971336228616	1.0917973872145954	0.034587469654074166	9342	0.4113680154142582	0.0	0.972489189072542	158238	0.37678054576018405	0.0	0.8285654129876294
IndF_bin_042_k141_421360_fragment_1	IndF_bin_042_k141_421360	no	nan	0	0.0	-0.0023461552728216923	10263	0	0	0.0	107836	0.0023461552728216923	0.0	0.04838049745622796
IndF_bin_106_k141_189797_fragment_1	IndF_bin_106_k141_189797	no	0.03584274456037826	0	0.7660611594356787	-0.04369323238434031	18046	0.14307879862573422	0.0	0.49315461153222284	26701	0.18677203101007453	0	0.5328029155955741
IndF_bin_138_k141_92360_fragment_1	IndF_bin_138_k141_92360	no	0.8727711749695581	0	0.9930666320008461	-0.09055629860733383	6449	12.970383005117073	13	4.9897124804966255	16459	13.060939303724407	13	7.738479250983229
IndF_bin_143_k141_312659_fragment_1	IndF_bin_143_k141_312659	no	4.438929258471653e-16	0.6936957710615614	3.323851602084381	0.7571523149497674	48186	1.0829701573071016	1.0	1.3809378777661856	147828	0.3258178423573342	0.0	0.689674184513251
IndF_bin_143_k141_230733_fragment_1	IndF_bin_143_k141_230733	no	0.2587570708501973	0	0.765572721353325	-0.11594928733579168	12304	0.3786573472041612	0.0	0.6997889522524137	71384	0.4946066345399529	0.0	0.8632603194205252
IndF_bin_082_k141_391090_fragment_3	IndF_bin_082_k141_391090	no	nan	0	0	0	77424	0	0.0	0.0	110701	0	0	0.0
IndF_bin_107_k141_458282_fragment_1	IndF_bin_107_k141_458282	no	nan	0	0	0	10590	0	0.0	0.0	104108	0	0.0	0.0
IndF_bin_117_k141_398536_fragment_1	IndF_bin_117_k141_398536	no	0.8161443430648225	0.05677028832622433	1.036587496410146	0.21832732276930766	9801	6.185593306805428	6	4.009114688965338	12403	5.96726598403612	6	3.6752407777166316
IndF_bin_092_k141_240868_fragment_2	IndF_bin_092_k141_240868	no	nan	0	0	0	43179	0	0	0.0	51339	0	0	0.0
IndF_bin_092_k141_240868_fragment_3	IndF_bin_092_k141_240868	no	nan	0	0	0	9178	0	0.0	0.0	51339	0	0	0.0
IndF_bin_105_k141_441432_fragment_1	IndF_bin_105_k141_441432	no	nan	0	0.0	-0.07063100493378344	16013	0	0	0.0	3851	0.07063100493378344	0	0.3692000361110741
IndF_bin_062_k141_202711_fragment_1	IndF_bin_062_k141_202711	no	nan	0	0.0	-0.14250335601536823	8573	0	0	0.0	43206	0.14250335601536823	0.0	0.4690047334963384
IndF_bin_072_k141_494683_fragment_1	IndF_bin_072_k141_494683	yes	4.830764638780069e-72	1.2293151027716045	2.698658128960878	7.322995119653642	33482	11.634042171913267	11.0	4.822072118985459	10754	4.3110470522596245	0.0	6.907868056582746
IndF_bin_124_k141_207260_fragment_2	IndF_bin_124_k141_207260	no	0.5065751820218454	0	0.9004054856545871	-0.026616306495069936	10406	0.24063040553526813	0.0	0.6157832348051945	74362	0.26724671203033806	0.0	0.6626471335860266
IndF_bin_135_k141_92707_fragment_2	IndF_bin_135_k141_92707	no	0.17199806373629944	0	0.9325186013770836	-0.5545397174896127	12717	7.663128096249116	8	3.4084766652333602	68871	8.217667813738728	8	3.9165906879051695
IndF_bin_124_k141_375135_fragment_1	IndF_bin_124_k141_375135	no	1.728985697694322e-05	0	0.46245098317474786	-0.24596804229117017	15562	0.21160519213468706	0.0	0.6048124432666195	13211	0.45757323442585723	0	0.8716655855908177
IndF_bin_097_k141_265489_fragment_1	IndF_bin_097_k141_265489	no	nan	0	0	0	47125	0	0	0.0	28252	0	0.0	0.0
IndF_bin_137_k141_313734_fragment_2	IndF_bin_137_k141_313734	no	0.11814443017321026	0	0.5828986202218054	-0.20612156226679057	11720	0.2880546075085324	0.0	0.6270305453552742	114787	0.49417616977532297	0	0.8998944678266928
IndF_bin_036_k141_156691_fragment_1	IndF_bin_036_k141_156691	no	5.381382692181615e-10	0.4218651803729848	1.1582291727026819	2.44162343192205	46051	17.872554341925255	18	5.847532626341593	143494	15.430930910003205	15.0	5.727215158504202
IndF_bin_137_k141_63544_fragment_1	IndF_bin_137_k141_63544	no	0.002043786820784927	0.18640678631235266	1.3730113378707214	0.17796226561478135	32965	0.6550583952677081	0	1.0054557672923596	13513	0.4770961296529268	0	0.9010864951973732
IndF_bin_068_k141_463964_fragment_1	IndF_bin_068_k141_463964	no	nan	0	0	0	21392	0	0.0	0.0	4139	0	0	0.0
IndF_bin_019_k141_155288_fragment_1	IndF_bin_019_k141_155288	no	nan	0	0	0	5488	0	0.0	0.0	6491	0	0	0.0
IndF_bin_120_k141_369759_fragment_1	IndF_bin_120_k141_369759	no	nan	0	0	0	7931	0	0	0.0	4082	0	0.0	0.0
IndF_bin_135_k141_356020_fragment_2	IndF_bin_135_k141_356020	no	nan	0	0.0	-6.946517868032687	5582	0	0.0	0.0	49194	6.946517868032687	7.0	3.968546389781035
IndF_bin_080_k141_288223_fragment_1	IndF_bin_080_k141_288223	no	nan	0	0	0	59652	0	0.0	0.0	6810	0	0.0	0.0
IndF_bin_143_k141_225246_fragment_1	IndF_bin_143_k141_225246	no	0.23363870952705543	0	0.6562605804830363	-0.11363393962747495	37244	0.21694769627322522	0.0	0.557059268575972	50272	0.33058163590070017	0.0	0.6880807721132784
IndF_bin_051_k141_461869_fragment_1	IndF_bin_051_k141_461869	no	nan	0	0	0	36850	0	0.0	0.0	31874	0	0.0	0.0
IndF_bin_097_k141_313068_fragment_1	IndF_bin_097_k141_313068	no	nan	0	0	0	5518	0	0.0	0.0	62238	0	0.0	0.0
IndF_bin_033_k141_47991_fragment_2	IndF_bin_033_k141_47991	no	nan	0	0	0	37108	0	0.0	0.0	70051	0	0	0.0
