prophage	host	active	MW_pvalue	CohenD	prophage-host_ratio	mean_difference	prophage_len	prophage_mean_cov	prophage_median_cov	prophage_sd_cov	host_len	host_mean_cov	host_median_cov	host_sd_cov
IndF_bin_072_k141_494683_fragment_1	IndF_bin_072_k141_494683	no	5.9305499494437714e-52	0	0.004463388863760091	-3.4494634078660975	32977	0.015465324316948177	0	0.15789438548038578	10664	3.4649287321830458	2.0	4.064735511306575
IndF_bin_143_k141_525029_fragment_1	IndF_bin_143_k141_525029	no	nan	0	0	0	34427	0	0	0.0	33132	0	0.0	0.0
IndF_bin_143_k141_525029_fragment_2	IndF_bin_143_k141_525029	no	nan	0	0	0	6596	0	0.0	0.0	33132	0	0.0	0.0
IndF_bin_137_k141_313734_fragment_2	IndF_bin_137_k141_313734	no	nan	0	0	0	11898	0	0.0	0.0	115050	0	0.0	0.0
IndF_bin_143_k141_225246_fragment_1	IndF_bin_143_k141_225246	no	nan	0	0	0	37376	0	0.0	0.0	50930	0	0.0	0.0
IndF_bin_082_k141_391090_fragment_3	IndF_bin_082_k141_391090	no	3.646451707812944e-37	0.8564512009886255	1.2651698090160786	8.633740143141168	77424	41.19302800165323	41.0	10.4765887286644	110596	32.559287858512064	32.0	9.66888883331271
IndF_bin_140_k141_115423_fragment_1	IndF_bin_140_k141_115423	no	nan	0	0	0	18591	0	0	0.0	24780	0	0.0	0.0
IndF_bin_127_k141_290177_fragment_1	IndF_bin_127_k141_290177	no	nan	0	0	0	28573	0	0	0.0	49233	0	0	0.0
IndF_bin_099_k141_312424_fragment_2	IndF_bin_099_k141_312424	no	nan	0	0	0	10068	0	0.0	0.0	86150	0	0.0	0.0
IndF_bin_099_k141_367504_fragment_1	IndF_bin_099_k141_367504	no	nan	0	0	0	64443	0	0	0.0	34698	0	0.0	0.0
IndF_bin_137_k141_157846_fragment_1	IndF_bin_137_k141_157846	no	nan	0	0	0	12335	0	0	0.0	67482	0	0.0	0.0
IndF_bin_137_k141_157846_fragment_2	IndF_bin_137_k141_157846	no	nan	0	0	0	40581	0	0	0.0	67482	0	0.0	0.0
IndF_bin_143_k141_506170_fragment_2	IndF_bin_143_k141_506170	no	nan	0	0	0	49189	0	0	0.0	87379	0	0	0.0
IndF_bin_020_k141_173730_fragment_1	IndF_bin_020_k141_173730	no	nan	0	0.0	-0.019419817863820035	10150	0	0.0	0.0	99486	0.019419817863820035	0.0	0.31245414257714865
IndF_bin_124_k141_375135_fragment_1	IndF_bin_124_k141_375135	no	nan	0	0	0	15645	0	0	0.0	13131	0	0	0.0
IndF_bin_144_k141_10841_fragment_1	IndF_bin_144_k141_10841	no	2.0007716070986643e-16	0.6714050177963374	1.152274226948385	12.23042806165013	38319	92.54886609775829	90	20.705142204970816	12241	80.31843803610816	80	15.32823532188051
IndF_bin_111_k141_413513_fragment_1	IndF_bin_111_k141_413513	no	nan	0	0	0	8909	0	0	0.0	12351	0	0	0.0
IndF_bin_135_k141_92707_fragment_2	IndF_bin_135_k141_92707	no	1.7239919892750568e-09	0.5269577367076186	1.1819494537097883	5.982249561332054	12716	38.86088392576282	38.0	8.718884470781726	68891	32.878634364430766	35	13.480959870253496
IndF_bin_096_k141_435498_fragment_3	IndF_bin_096_k141_435498	no	nan	0	0	0	5867	0	0	0.0	214859	0	0	0.0
IndF_bin_117_k141_398536_fragment_1	IndF_bin_117_k141_398536	no	1.0810230564261913e-68	0	0.4236087215294838	-4.149756014571837	9801	3.0497908376696254	2	2.738122812782383	12358	7.199546852241463	7.0	3.606863129941308
IndF_bin_143_k141_497184_fragment_1	IndF_bin_143_k141_497184	no	nan	0	0	0	11975	0	0	0.0	14704	0	0.0	0.0
IndF_bin_137_k141_63544_fragment_1	IndF_bin_137_k141_63544	no	nan	0	0	0	33188	0	0.0	0.0	13341	0	0	0.0
IndF_bin_143_k141_312659_fragment_1	IndF_bin_143_k141_312659	no	nan	0	0	0	48211	0	0	0.0	149478	0	0.0	0.0
IndF_bin_124_k141_207260_fragment_2	IndF_bin_124_k141_207260	no	nan	0	0	0	10491	0	0	0.0	74094	0	0.0	0.0
IndF_bin_135_k141_9417_fragment_1	IndF_bin_135_k141_9417	no	5.259333299780502e-08	0.38238101605023894	1.274947373819905	6.712025041204562	10511	31.124060508039197	37	18.57902151478804	61917	24.412035466834634	29	16.463666028607555
